who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
71634688,List of prime ministers of Mali,Prime Minister of Mali Acting,2022-08-21,,Q2964323,Choguel Kokalla Maïga,,,0
71634688,,Spokesperson for the Government,2021-12-01,,,,,,1
71634688,,Minister of Territorial Administration and Decentralisation,2021-06,,,,,,2
