who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
67924702,,Minister of Defence,2021-06-11,,Q107124615,Souleymane Doucouré,,,0
67924702,,,2020-10-05,2021-05-24,Q3530022,Tiéna Coulibaly,Q107124615,Souleymane Doucouré,1
